0.000000000000000e+00	1.766284e-03
6.208595709136713e-09	1.906170e-03
1.241719141827343e-08	2.045788e-03
1.862578712741014e-08	2.185137e-03
2.483438283654685e-08	2.324217e-03
3.104297854568356e-08	2.463029e-03
3.725157425482028e-08	2.601571e-03
4.346016996395698e-08	2.739845e-03
6.042756557642031e-08	3.113222e-03
8.132049280548744e-08	3.562629e-03
1.078179300049916e-07	4.112610e-03
1.436805264064741e-07	4.817312e-03
1.897873906514232e-07	5.651261e-03
2.525401848921117e-07	6.653699e-03
3.390386844179817e-07	7.799097e-03
4.634127596668095e-07	9.065491e-03
5.893379550057092e-07	9.929052e-03
7.749930135783348e-07	1.059597e-02
1.000000000000000e-06	1.088750e-02
1.049753068437255e-06	9.923874e-03
1.099506136874511e-06	9.034565e-03
1.149259205311766e-06	8.219577e-03
1.199012273749021e-06	7.478910e-03
1.248765342186277e-06	6.812562e-03
1.298518410623532e-06	6.220536e-03
1.348271479060787e-06	5.702829e-03
1.486605065339988e-06	4.579907e-03
1.628824908103376e-06	3.751453e-03
1.749069275971996e-06	3.269677e-03
1.868961989449665e-06	2.940423e-03
2.004213876127537e-06	2.683417e-03
2.127703040938264e-06	2.522892e-03
2.246117419525870e-06	2.420041e-03
2.366354692016822e-06	2.352225e-03
2.509273037715573e-06	2.304141e-03
2.665506960874133e-06	2.278989e-03
2.849372970306165e-06	2.274393e-03
3.054903052914953e-06	2.290171e-03
3.303857855820650e-06	2.328457e-03
3.597463453790886e-06	2.391206e-03
3.972739333572732e-06	2.490877e-03
4.454256834772875e-06	2.644365e-03
5.156600354551364e-06	2.915292e-03
6.243334386630855e-06	3.449380e-03
8.342596000353310e-06	4.885043e-03
1.254111922779822e-05	9.300902e-03
2.093816568268804e-05	2.279618e-02
3.070379068268805e-05	4.536202e-02
4.046941568268805e-05	7.560781e-02
5.023504068268805e-05	1.132746e-01
6.000066568268805e-05	1.577229e-01
6.976629068268805e-05	2.082730e-01
7.953191568268805e-05	2.642251e-01
8.929754068268804e-05	3.248590e-01
9.906316568268804e-05	3.894401e-01
1.088287906826880e-04	4.572256e-01
1.185944156826880e-04	5.274705e-01
1.283600406826880e-04	5.994364e-01
1.381256656826880e-04	6.723964e-01
1.478912906826881e-04	7.456419e-01
1.576569156826881e-04	8.184886e-01
1.674225406826881e-04	8.902815e-01
1.771881656826881e-04	9.604000e-01
1.869537906826881e-04	1.028262e+00
1.967194156826881e-04	1.093329e+00
2.064850406826881e-04	1.155108e+00
2.162506656826881e-04	1.213153e+00
2.260162906826881e-04	1.267073e+00
2.357819156826881e-04	1.316526e+00
2.455475406826881e-04	1.361226e+00
2.553131656826881e-04	1.400940e+00
2.650787906826881e-04	1.435492e+00
2.748444156826881e-04	1.464757e+00
2.846100406826881e-04	1.488666e+00
2.943756656826882e-04	1.507200e+00
3.041412906826882e-04	1.520392e+00
3.139069156826882e-04	1.528320e+00
3.236725406826882e-04	1.531111e+00
3.334381656826882e-04	1.528931e+00
3.432037906826882e-04	1.521989e+00
3.529694156826882e-04	1.510526e+00
3.627350406826882e-04	1.494819e+00
3.725006656826882e-04	1.475172e+00
3.822662906826882e-04	1.451913e+00
3.920319156826882e-04	1.425392e+00
4.017975406826883e-04	1.395976e+00
4.115631656826883e-04	1.364044e+00
4.213287906826883e-04	1.329984e+00
4.310944156826883e-04	1.294190e+00
4.408600406826883e-04	1.257054e+00
4.506256656826883e-04	1.218970e+00
4.603912906826883e-04	1.180321e+00
4.701569156826883e-04	1.141486e+00
4.799225406826883e-04	1.102826e+00
4.896881656826883e-04	1.064691e+00
4.994537906826883e-04	1.027410e+00
5.092194156826883e-04	9.912948e-01
5.189850406826884e-04	9.566320e-01
5.287506656826884e-04	9.236856e-01
5.385162906826884e-04	8.926935e-01
5.482819156826884e-04	8.638672e-01
5.580475406826884e-04	8.373901e-01
5.678131656826884e-04	8.134173e-01
5.775787906826884e-04	7.920753e-01
5.873444156826884e-04	7.734615e-01
5.971100406826884e-04	7.576449e-01
6.068756656826884e-04	7.446659e-01
6.166412906826884e-04	7.345376e-01
6.264069156826885e-04	7.272462e-01
6.361725406826885e-04	7.227523e-01
6.459381656826885e-04	7.209923e-01
6.557037906826885e-04	7.218800e-01
6.654694156826885e-04	7.253076e-01
6.752350406826885e-04	7.311483e-01
6.850006656826885e-04	7.392578e-01
6.947662906826885e-04	7.494764e-01
7.045319156826885e-04	7.616307e-01
7.142975406826885e-04	7.755362e-01
7.240631656826885e-04	7.909994e-01
7.338287906826885e-04	8.078195e-01
7.435944156826886e-04	8.257907e-01
7.533600406826886e-04	8.447046e-01
7.631256656826886e-04	8.643517e-01
7.728912906826886e-04	8.845240e-01
7.826569156826886e-04	9.050161e-01
7.924225406826886e-04	9.256277e-01
8.021881656826886e-04	9.461646e-01
8.119537906826886e-04	9.664410e-01
8.217194156826886e-04	9.862801e-01
8.314850406826886e-04	1.005516e+00
8.412506656826886e-04	1.023994e+00
8.510162906826887e-04	1.041574e+00
8.607819156826887e-04	1.058127e+00
8.705475406826887e-04	1.073540e+00
8.803131656826887e-04	1.087714e+00
8.900787906826887e-04	1.100566e+00
8.998444156826887e-04	1.112026e+00
9.096100406826887e-04	1.122042e+00
9.193756656826887e-04	1.130576e+00
9.389069156826887e-04	1.143123e+00
9.486725406826887e-04	1.147133e+00
9.584381656826887e-04	1.149657e+00
9.682037906826888e-04	1.150727e+00
9.779694156826888e-04	1.150387e+00
9.877350406826888e-04	1.148695e+00
9.975006656826888e-04	1.145716e+00
1.007266290682689e-03	1.141526e+00
1.017031915682689e-03	1.136209e+00
1.026797540682689e-03	1.129857e+00
1.036563165682689e-03	1.122566e+00
1.046328790682689e-03	1.114440e+00
1.056094415682689e-03	1.105583e+00
1.065860040682689e-03	1.096106e+00
1.075625665682689e-03	1.086117e+00
1.085391290682689e-03	1.075730e+00
1.095156915682689e-03	1.065053e+00
1.104922540682689e-03	1.054196e+00
1.114688165682689e-03	1.043265e+00
1.124453790682689e-03	1.032364e+00
1.134219415682689e-03	1.021591e+00
1.143985040682689e-03	1.011041e+00
1.153750665682689e-03	1.000803e+00
1.163516290682689e-03	9.909585e-01
1.173281915682689e-03	9.815832e-01
1.183047540682689e-03	9.727460e-01
1.192813165682689e-03	9.645078e-01
1.202578790682689e-03	9.569217e-01
1.212344415682689e-03	9.500329e-01
1.222110040682689e-03	9.438788e-01
1.231875665682689e-03	9.384880e-01
1.241641290682689e-03	9.338816e-01
1.261172540682689e-03	9.270656e-01
1.270938165682689e-03	9.248585e-01
1.280703790682689e-03	9.234414e-01
1.290469415682689e-03	9.227977e-01
1.300235040682689e-03	9.229043e-01
1.310000665682689e-03	9.237319e-01
1.319766290682689e-03	9.252458e-01
1.329531915682689e-03	9.274065e-01
1.339297540682689e-03	9.301696e-01
1.349063165682689e-03	9.334873e-01
1.358828790682689e-03	9.373081e-01
1.368594415682689e-03	9.415780e-01
1.378360040682689e-03	9.462408e-01
1.388125665682689e-03	9.512390e-01
1.397891290682689e-03	9.565141e-01
1.407656915682689e-03	9.620070e-01
1.417422540682689e-03	9.676592e-01
1.427188165682689e-03	9.734126e-01
1.436953790682689e-03	9.792107e-01
1.446719415682689e-03	9.849983e-01
1.456485040682689e-03	9.907228e-01
1.466250665682689e-03	9.963339e-01
1.476016290682689e-03	1.001784e+00
1.485781915682689e-03	1.007030e+00
1.495547540682689e-03	1.012030e+00
1.505313165682689e-03	1.016748e+00
1.515078790682689e-03	1.021151e+00
1.524844415682689e-03	1.025211e+00
1.534610040682689e-03	1.028903e+00
1.544375665682689e-03	1.032206e+00
1.554141290682689e-03	1.035107e+00
1.563906915682689e-03	1.037591e+00
1.583438165682689e-03	1.041290e+00
1.593203790682689e-03	1.042503e+00
1.602969415682689e-03	1.043295e+00
1.612735040682689e-03	1.043676e+00
